model,model_tag,setting,project,approach,k_label,k,used_v2,total_issues,invalid_count,invalid_rate,accuracy,f1_macro,precision_macro,recall_macro,f1_weighted,precision_weighted,recall_weighted,f1_bug,precision_bug,recall_bug,support_bug,f1_feature,precision_feature,recall_feature,support_feature,f1_question,precision_question,recall_question,support_question,source_path,top_k
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,dotnet_roslyn,ragtag_debias,k1,1.0,False,300.0,0.0,0.0,0.6167,0.6047,0.6304,0.6167,0.6047,0.6304,0.6167,0.626,0.5274,0.77,100.0,0.7449,0.7604,0.73,100.0,0.443,0.6034,0.35,100.0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k1.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,dotnet_roslyn,ragtag_debias,k3,3.0,False,300.0,0.0,0.0,0.6233,0.6236,0.6239,0.6233,0.6236,0.6239,0.6233,0.5871,0.5842,0.59,100.0,0.7538,0.7576,0.75,100.0,0.53,0.53,0.53,100.0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k3.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,dotnet_roslyn,ragtag_debias,k6,6.0,False,300.0,1.0,0.0033,0.6,0.6032,0.6115,0.6,0.6032,0.6115,0.6,0.5622,0.6118,0.52,100.0,0.7245,0.7396,0.71,100.0,0.5229,0.4831,0.57,100.0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k6.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,dotnet_roslyn,ragtag_debias,k9,9.0,False,300.0,3.0,0.01,0.6033,0.6048,0.6076,0.6033,0.6048,0.6076,0.6033,0.5579,0.5889,0.53,100.0,0.7317,0.7143,0.75,100.0,0.5248,0.5196,0.53,100.0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k9.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,dotnet_roslyn,ft,finetune_fixed,,False,300.0,0.0,0.0,0.51,0.5115,0.5336,0.51,0.5115,0.5336,0.51,0.5294,0.4565,0.63,100.0,0.6243,0.7397,0.54,100.0,0.381,0.4045,0.36,100.0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/eval_finetune_fixed.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,dotnet_roslyn,ragtag,k1,1.0,False,300.0,0.0,0.0,0.6167,0.577,0.6469,0.6167,0.577,0.6469,0.6167,0.6519,0.5176,0.88,100.0,0.7739,0.7778,0.77,100.0,0.3053,0.6452,0.2,100.0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/evaluations/eval_k1.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,dotnet_roslyn,ragtag,k3,3.0,False,300.0,0.0,0.0,0.64,0.6099,0.6855,0.64,0.6099,0.6855,0.64,0.6388,0.5153,0.84,100.0,0.8177,0.8058,0.83,100.0,0.3731,0.7353,0.25,100.0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/evaluations/eval_k3.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,dotnet_roslyn,ragtag,k6,6.0,False,300.0,2.0,0.0067,0.6433,0.6201,0.6661,0.6433,0.6201,0.6661,0.6433,0.6586,0.5503,0.82,100.0,0.7961,0.7736,0.82,100.0,0.4056,0.6744,0.29,100.0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/evaluations/eval_k6.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,dotnet_roslyn,ragtag,k9,9.0,False,300.0,4.0,0.0133,0.6433,0.6252,0.6763,0.6433,0.6252,0.6763,0.6433,0.6364,0.5423,0.77,100.0,0.8057,0.7658,0.85,100.0,0.4336,0.7209,0.31,100.0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/evaluations/eval_k9.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,dotnet_roslyn,ragtag_debias,k1,1.0,False,300.0,0.0,0.0,0.6167,0.5774,0.6611,0.6167,0.5774,0.6611,0.6167,0.6642,0.523,0.91,100.0,0.7449,0.7604,0.73,100.0,0.3231,0.7,0.21,100.0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k1.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,dotnet_roslyn,ragtag_debias,k3,3.0,False,300.0,0.0,0.0,0.6667,0.6394,0.7262,0.6667,0.6394,0.7262,0.6667,0.6768,0.546,0.89,100.0,0.8119,0.8039,0.82,100.0,0.4296,0.8286,0.29,100.0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k3.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,dotnet_roslyn,ragtag_debias,k6,6.0,False,300.0,1.0,0.0033,0.6767,0.6605,0.6998,0.6767,0.6605,0.6998,0.6767,0.6805,0.5816,0.82,100.0,0.8077,0.7778,0.84,100.0,0.4933,0.74,0.37,100.0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k6.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,dotnet_roslyn,ragtag_debias,k9,9.0,False,300.0,3.0,0.01,0.66,0.6512,0.6703,0.66,0.6512,0.6703,0.66,0.6518,0.5887,0.73,100.0,0.7925,0.75,0.84,100.0,0.5093,0.6721,0.41,100.0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k9.csv,0.0
,,project_specific,dotnet_roslyn,vtag,k1,1.0,False,300.0,0.0,0.0,0.5033,0.5013,0.5024,0.5033,0.5013,0.5024,0.5033,0.507,0.4779,0.54,100.0,0.5644,0.5588,0.57,100.0,0.4324,0.4706,0.4,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k1.csv,1.0
,,project_specific,dotnet_roslyn,vtag,k10,10.0,False,300.0,0.0,0.0,0.53,0.5248,0.5326,0.53,0.5248,0.5326,0.53,0.5751,0.5038,0.67,100.0,0.6237,0.6744,0.58,100.0,0.3757,0.4198,0.34,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k10.csv,10.0
,,project_specific,dotnet_roslyn,vtag,k11,11.0,False,300.0,0.0,0.0,0.5367,0.5273,0.5381,0.5367,0.5273,0.5381,0.5367,0.5892,0.5035,0.71,100.0,0.6344,0.686,0.59,100.0,0.3584,0.4247,0.31,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k11.csv,11.0
,,project_specific,dotnet_roslyn,vtag,k12,12.0,False,300.0,0.0,0.0,0.5367,0.5261,0.5365,0.5367,0.5261,0.5365,0.5367,0.5868,0.5,0.71,100.0,0.6524,0.7011,0.61,100.0,0.3392,0.4085,0.29,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k12.csv,12.0
,,project_specific,dotnet_roslyn,vtag,k13,13.0,False,300.0,0.0,0.0,0.5433,0.5361,0.5488,0.5433,0.5361,0.5488,0.5433,0.5892,0.5035,0.71,100.0,0.6667,0.7349,0.61,100.0,0.3523,0.4079,0.31,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k13.csv,13.0
,,project_specific,dotnet_roslyn,vtag,k14,14.0,False,300.0,0.0,0.0,0.54,0.5346,0.5501,0.54,0.5346,0.5501,0.54,0.5892,0.5035,0.71,100.0,0.648,0.7342,0.58,100.0,0.3667,0.4125,0.33,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k14.csv,14.0
,,project_specific,dotnet_roslyn,vtag,k15,15.0,False,300.0,0.0,0.0,0.5433,0.5362,0.5492,0.5433,0.5362,0.5492,0.5433,0.5892,0.5035,0.71,100.0,0.6557,0.7229,0.6,100.0,0.3636,0.4211,0.32,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k15.csv,15.0
,,project_specific,dotnet_roslyn,vtag,k16,16.0,False,300.0,0.0,0.0,0.5267,0.519,0.5323,0.5267,0.519,0.5323,0.5267,0.5868,0.5,0.71,100.0,0.6444,0.725,0.58,100.0,0.3258,0.3718,0.29,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k16.csv,16.0
,,project_specific,dotnet_roslyn,vtag,k17,17.0,False,300.0,0.0,0.0,0.5433,0.5346,0.5468,0.5433,0.5346,0.5468,0.5433,0.5868,0.5,0.71,100.0,0.6703,0.7294,0.62,100.0,0.3468,0.411,0.3,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k17.csv,17.0
,,project_specific,dotnet_roslyn,vtag,k18,18.0,False,300.0,0.0,0.0,0.51,0.5002,0.513,0.51,0.5002,0.513,0.51,0.5714,0.4828,0.7,100.0,0.6188,0.6914,0.56,100.0,0.3103,0.3649,0.27,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k18.csv,18.0
,,project_specific,dotnet_roslyn,vtag,k19,19.0,False,300.0,0.0,0.0,0.51,0.5025,0.5187,0.51,0.5025,0.5187,0.51,0.5714,0.4828,0.7,100.0,0.6215,0.7143,0.55,100.0,0.3146,0.359,0.28,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k19.csv,19.0
,,project_specific,dotnet_roslyn,vtag,k2,2.0,False,300.0,0.0,0.0,0.5033,0.5013,0.5024,0.5033,0.5013,0.5024,0.5033,0.507,0.4779,0.54,100.0,0.5644,0.5588,0.57,100.0,0.4324,0.4706,0.4,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k2.csv,2.0
,,project_specific,dotnet_roslyn,vtag,k20,20.0,False,300.0,0.0,0.0,0.5167,0.5084,0.5237,0.5167,0.5084,0.5237,0.5167,0.5796,0.4897,0.71,100.0,0.6292,0.7179,0.56,100.0,0.3164,0.3636,0.28,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k20.csv,20.0
,,project_specific,dotnet_roslyn,vtag,k25,25.0,False,300.0,0.0,0.0,0.5233,0.5138,0.5362,0.5233,0.5138,0.5362,0.5233,0.5873,0.4868,0.74,100.0,0.6437,0.7568,0.56,100.0,0.3103,0.3649,0.27,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k25.csv,25.0
,,project_specific,dotnet_roslyn,vtag,k3,3.0,False,300.0,0.0,0.0,0.49,0.4875,0.4905,0.49,0.4875,0.4905,0.49,0.4977,0.4545,0.55,100.0,0.5714,0.5833,0.56,100.0,0.3934,0.4337,0.36,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k3.csv,3.0
,,project_specific,dotnet_roslyn,vtag,k30,30.0,False,300.0,0.0,0.0,0.5133,0.5006,0.5212,0.5133,0.5006,0.5212,0.5133,0.5906,0.487,0.75,100.0,0.6322,0.7432,0.55,100.0,0.2791,0.3333,0.24,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k30.csv,30.0
,,project_specific,dotnet_roslyn,vtag,k4,4.0,False,300.0,0.0,0.0,0.49,0.4847,0.4868,0.49,0.4847,0.4868,0.49,0.5179,0.4677,0.58,100.0,0.5787,0.5876,0.57,100.0,0.3575,0.4051,0.32,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k4.csv,4.0
,,project_specific,dotnet_roslyn,vtag,k5,5.0,False,300.0,0.0,0.0,0.5167,0.5124,0.5159,0.5167,0.5124,0.5159,0.5167,0.5422,0.488,0.61,100.0,0.6082,0.6277,0.59,100.0,0.3867,0.4321,0.35,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k5.csv,5.0
,,project_specific,dotnet_roslyn,vtag,k6,6.0,False,300.0,0.0,0.0,0.5267,0.5187,0.525,0.5267,0.5187,0.525,0.5267,0.5726,0.5,0.67,100.0,0.6178,0.6484,0.59,100.0,0.3657,0.4267,0.32,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k6.csv,6.0
,,project_specific,dotnet_roslyn,vtag,k7,7.0,False,300.0,0.0,0.0,0.5233,0.5172,0.5211,0.5233,0.5172,0.5211,0.5233,0.5677,0.5039,0.65,100.0,0.6283,0.6593,0.6,100.0,0.3556,0.4,0.32,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k7.csv,7.0
,,project_specific,dotnet_roslyn,vtag,k8,8.0,False,300.0,0.0,0.0,0.54,0.5294,0.5386,0.54,0.5294,0.5386,0.54,0.5858,0.5036,0.7,100.0,0.6354,0.663,0.61,100.0,0.3669,0.4493,0.31,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k8.csv,8.0
,,project_specific,dotnet_roslyn,vtag,k9,9.0,False,300.0,0.0,0.0,0.5233,0.5146,0.521,0.5233,0.5146,0.521,0.5233,0.5617,0.4889,0.66,100.0,0.6354,0.663,0.61,100.0,0.3468,0.411,0.3,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag/evaluations/eval_k9.csv,9.0
,,project_specific,dotnet_roslyn,vtag_debias,k1,1.0,False,300.0,0.0,0.0,0.5033,0.5013,0.5024,0.5033,0.5013,0.5024,0.5033,0.507,0.4779,0.54,100.0,0.5644,0.5588,0.57,100.0,0.4324,0.4706,0.4,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag_debias_m3/evaluations/eval_k1.csv,1.0
,,project_specific,dotnet_roslyn,vtag_debias,k3,3.0,False,300.0,0.0,0.0,0.48,0.4457,0.4855,0.48,0.4457,0.4855,0.48,0.2424,0.5,0.16,100.0,0.5714,0.5038,0.66,100.0,0.5232,0.4526,0.62,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag_debias_m3/evaluations/eval_k3.csv,3.0
,,project_specific,dotnet_roslyn,vtag_debias,k6,6.0,False,300.0,0.0,0.0,0.51,0.4915,0.5301,0.51,0.4915,0.5301,0.51,0.3497,0.5814,0.25,100.0,0.5981,0.5614,0.64,100.0,0.5267,0.4476,0.64,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag_debias_m3/evaluations/eval_k6.csv,6.0
,,project_specific,dotnet_roslyn,vtag_debias,k9,9.0,False,300.0,0.0,0.0,0.5267,0.526,0.5485,0.5267,0.526,0.5485,0.5267,0.4634,0.5938,0.38,100.0,0.64,0.64,0.64,100.0,0.4746,0.4118,0.56,100.0,results/issues11k/project_specific/dotnet_roslyn/vtag_debias_m3/evaluations/eval_k9.csv,9.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,facebook_react,ft,finetune_fixed,,False,300.0,0.0,0.0,0.72,0.7179,0.7525,0.72,0.7179,0.7525,0.72,0.7854,0.7227,0.86,100.0,0.6957,0.918,0.56,100.0,0.6727,0.6167,0.74,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/evaluations/eval_finetune_fixed.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag,k1,1.0,False,300.0,0.0,0.0,0.78,0.7745,0.8235,0.78,0.7745,0.8235,0.78,0.7809,0.649,0.98,100.0,0.8677,0.9213,0.82,100.0,0.675,0.9,0.54,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/evaluations/eval_k1.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag,k3,3.0,False,300.0,0.0,0.0,0.8,0.7971,0.8336,0.8,0.7971,0.8336,0.8,0.8,0.6759,0.98,100.0,0.877,0.9425,0.82,100.0,0.7143,0.8824,0.6,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/evaluations/eval_k3.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag,k6,6.0,False,300.0,0.0,0.0,0.7967,0.7934,0.8249,0.7967,0.7934,0.8249,0.7967,0.8066,0.6853,0.98,100.0,0.8602,0.9302,0.8,100.0,0.7135,0.8592,0.61,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/evaluations/eval_k6.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag,k9,9.0,False,300.0,0.0,0.0,0.8,0.7973,0.8313,0.8,0.7973,0.8313,0.8,0.8033,0.6806,0.98,100.0,0.871,0.9419,0.81,100.0,0.7176,0.8714,0.61,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/evaluations/eval_k9.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag_debias,k1,1.0,True,300.0,0.0,0.0,0.7867,0.7822,0.8328,0.7867,0.7822,0.8328,0.7867,0.7809,0.649,0.98,100.0,0.8783,0.9326,0.83,100.0,0.6875,0.9167,0.55,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k1.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag_debias,k3,3.0,True,300.0,0.0,0.0,0.7967,0.7939,0.8336,0.7967,0.7939,0.8336,0.7967,0.7935,0.6667,0.98,100.0,0.8817,0.9535,0.82,100.0,0.7066,0.8806,0.59,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k3.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag_debias,k6,6.0,True,300.0,0.0,0.0,0.7933,0.7897,0.8184,0.7933,0.7897,0.8184,0.7933,0.8099,0.6901,0.98,100.0,0.8541,0.9294,0.79,100.0,0.7052,0.8356,0.61,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k6.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag_debias,k9,9.0,True,300.0,0.0,0.0,0.81,0.808,0.8379,0.81,0.808,0.8379,0.81,0.8133,0.695,0.98,100.0,0.871,0.9419,0.81,100.0,0.7399,0.8767,0.64,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k9.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,facebook_react,ft,finetune_fixed,,False,300.0,0.0,0.0,0.7867,0.7875,0.7979,0.7867,0.7875,0.7979,0.7867,0.8037,0.7395,0.88,100.0,0.8352,0.9268,0.76,100.0,0.7236,0.7273,0.72,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/evaluations/eval_finetune_fixed.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag,k1,1.0,True,300.0,0.0,0.0,0.81,0.8071,0.843,0.81,0.8071,0.843,0.81,0.8066,0.6853,0.98,100.0,0.8842,0.9333,0.84,100.0,0.7305,0.9104,0.61,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_k1.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag,k3,3.0,True,300.0,0.0,0.0,0.8233,0.8222,0.8435,0.8233,0.8222,0.8435,0.8233,0.8205,0.7164,0.96,100.0,0.8889,0.9438,0.84,100.0,0.7571,0.8701,0.67,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_k3.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag,k6,6.0,True,300.0,0.0,0.0,0.8133,0.812,0.8319,0.8133,0.812,0.8319,0.8133,0.8205,0.7164,0.96,100.0,0.871,0.9419,0.81,100.0,0.7444,0.8375,0.67,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_k6.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag,k9,9.0,True,300.0,0.0,0.0,0.8233,0.822,0.841,0.8233,0.822,0.841,0.8233,0.8326,0.7293,0.97,100.0,0.871,0.9419,0.81,100.0,0.7624,0.8519,0.69,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_k9.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag_debias,k1,1.0,True,300.0,0.0,0.0,0.81,0.8068,0.8402,0.81,0.8068,0.8402,0.81,0.8099,0.6901,0.98,100.0,0.8842,0.9333,0.84,100.0,0.7262,0.8971,0.61,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k1.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag_debias,k3,3.0,True,300.0,0.0,0.0,0.8233,0.8213,0.8481,0.8233,0.8213,0.8481,0.8233,0.8235,0.7101,0.98,100.0,0.8889,0.9438,0.84,100.0,0.7514,0.8904,0.65,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k3.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag_debias,k6,6.0,True,300.0,0.0,0.0,0.8133,0.812,0.8319,0.8133,0.812,0.8319,0.8133,0.8205,0.7164,0.96,100.0,0.871,0.9419,0.81,100.0,0.7444,0.8375,0.67,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k6.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag_debias,k9,9.0,True,300.0,0.0,0.0,0.8167,0.8151,0.8349,0.8167,0.8151,0.8349,0.8167,0.8291,0.7239,0.97,100.0,0.8649,0.9412,0.8,100.0,0.7514,0.8395,0.68,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k9.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag,zero_shot,0.0,True,300.0,0.0,0.0,0.8,0.7945,0.8286,0.8,0.7945,0.8286,0.8,0.8099,0.6901,0.98,100.0,0.8705,0.9032,0.84,100.0,0.703,0.8923,0.58,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_zero_shot.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,facebook_react,ft,finetune_fixed,,False,300.0,0.0,0.0,0.7767,0.77,0.7944,0.7767,0.77,0.7944,0.7767,0.8201,0.705,0.98,100.0,0.7958,0.8352,0.76,100.0,0.6941,0.8429,0.59,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/eval_finetune_fixed.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag,k1,1.0,False,300.0,0.0,0.0,0.7533,0.744,0.7807,0.7533,0.744,0.7807,0.7533,0.7871,0.6577,0.98,100.0,0.8191,0.875,0.77,100.0,0.6258,0.8095,0.51,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/evaluations/eval_k1.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag,k3,3.0,False,300.0,0.0,0.0,0.75,0.7405,0.7698,0.75,0.7405,0.7698,0.75,0.7967,0.6712,0.98,100.0,0.8021,0.8621,0.75,100.0,0.6228,0.7761,0.52,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/evaluations/eval_k3.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag,k6,6.0,False,300.0,0.0,0.0,0.7533,0.7452,0.7785,0.7533,0.7452,0.7785,0.7533,0.7935,0.6667,0.98,100.0,0.7914,0.8506,0.74,100.0,0.6506,0.8182,0.54,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/evaluations/eval_k6.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag,k9,9.0,False,300.0,0.0,0.0,0.7533,0.7427,0.7891,0.7533,0.7427,0.7891,0.7533,0.7809,0.649,0.98,100.0,0.8229,0.8587,0.79,100.0,0.6242,0.8596,0.49,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/evaluations/eval_k9.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,facebook_react,ragtag_debias,k1,1.0,False,300.0,0.0,0.0,0.7533,0.7476,0.7953,0.7533,0.7476,0.7953,0.7533,0.7812,0.641,1.0,100.0,0.791,0.9091,0.7,100.0,0.6707,0.8358,0.56,100.0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k1.csv,0.0
