model,model_tag,setting,project,approach,k_label,k,cost_path
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k1,1.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k3,3.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k6,6.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k9,9.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ft,finetune_fixed,,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k1,1.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k3,3.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k6,6.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k9,9.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k1,1.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k3,3.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k6,6.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k9,9.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k1,1.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k10,10.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k11,11.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k12,12.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k13,13.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k14,14.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k15,15.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k16,16.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k17,17.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k18,18.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k19,19.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k2,2.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k20,20.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k25,25.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k3,3.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k30,30.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k4,4.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k5,5.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k6,6.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k7,7.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k8,8.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag,k9,9.0,results/issues11k/project_specific/opencv_opencv/vtag/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag_debias,k1,1.0,results/issues11k/project_specific/opencv_opencv/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag_debias,k3,3.0,results/issues11k/project_specific/opencv_opencv/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag_debias,k6,6.0,results/issues11k/project_specific/opencv_opencv/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,opencv_opencv,vtag_debias,k9,9.0,results/issues11k/project_specific/opencv_opencv/vtag_debias_m3/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ft,finetune_fixed,,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k1,1.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k3,3.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k6,6.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k9,9.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k1,1.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k3,3.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k6,6.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k9,9.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ft,finetune_fixed,,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k1,1.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k3,3.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k6,6.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k9,9.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k1,1.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k3,3.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k6,6.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k9,9.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,zero_shot,0.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ft,finetune_fixed,,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k1,1.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k3,3.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k6,6.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k9,9.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k1,1.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k3,3.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k6,6.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k9,9.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ft,finetune_fixed,,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k1,1.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k3,3.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k6,6.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k9,9.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k1,1.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k3,3.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k6,6.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k9,9.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k1,1.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k10,10.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k11,11.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k12,12.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k13,13.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k14,14.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k15,15.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k16,16.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k17,17.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k18,18.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k19,19.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k2,2.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k20,20.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k25,25.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k3,3.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k30,30.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k4,4.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k5,5.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k6,6.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k7,7.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k8,8.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag,k9,9.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag_debias,k1,1.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag_debias,k3,3.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag_debias,k6,6.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,tensorflow_tensorflow,vtag_debias,k9,9.0,results/issues11k/project_specific/tensorflow_tensorflow/vtag_debias_m3/predictions/cost_metrics.csv
